Transaction Hash,Status,Method,BlockNo,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD),Token
"0x9ce81b52ba360a92400dddb87c211684727aa6073cdfc7d35ebd3da5c46dc3e2","Success","Execute","40584363","2026-01-09 11:27:53","0xdb0933a71eea4ed53c599298953e52381637472a","","0xbeae5ba2969c5b3f14164fc32a48fd5350c81788","","200.18173165","$0.98","Mint Token(MT)"
"0xe5f97881d6bd12ca5cfe1ef43b9c324c59a7364ca1378e3f35e8a8263c8978e7","Success","Claim Prize With Swap","40584325","2026-01-09 11:26:37","0x1bfd722624372a9c0d44ac377a6d771c816f6c3d","","0xdb0933a71eea4ed53c599298953e52381637472a","","194.35446584","$0.95","Mint Token(MT)"
"0x549df495f6bc66ce22ec976b92a3b9b1221cd2588ebd3feb337d2b4f6f8a0a6a","Success","Airdrop","40584257","2026-01-09 11:24:21","0x67159b4b3311f05647d8f70e09660e270af8d223","","0xdb0933a71eea4ed53c599298953e52381637472a","","9","$0.00","ERC-20: THENT(THENT)"
"0x318393cbb923759e359edb2f540bac461a3930dac1b5975b6a87c4f225b1d8ed","Success","Claim","40584032","2026-01-09 11:16:51","0x92cb4f6461f62c892c02bad2df18c8d280ae03df","","0xdb0933a71eea4ed53c599298953e52381637472a","","2,000","$0.00","ERC-20: QR coin(QR)"
"0x58d626f7e1d68f5e9929ed6ba1794f6d64cecbc22eb3f4b8e3c63992bbdbea43","Success","Multicall","40556252","2026-01-08 19:50:51","0xa53ea273252d38f2a9acf89f9544262545cf64fe","","0xdb0933a71eea4ed53c599298953e52381637472a","","250","$0.00","ERC-20: KAMIYO(KAMIYO)"
"0x1f49932a6a9233199d1f21bcac612a797e4a9625a0784925721ff0ea581b2e4f","Success","Transfer Pack Tokens","40540150","2026-01-08 10:54:07","0x7f84b6cd975db619e3f872e3f8734960353c7a09","","0xdb0933a71eea4ed53c599298953e52381637472a","","0.10142525","$0.01","Ponke(PONKE)"
"0x1f49932a6a9233199d1f21bcac612a797e4a9625a0784925721ff0ea581b2e4f","Success","Transfer Pack Tokens","40540150","2026-01-08 10:54:07","0x7f84b6cd975db619e3f872e3f8734960353c7a09","","0xdb0933a71eea4ed53c599298953e52381637472a","","0.00000405","$0.01","Coinbase Wrapped Staked ETH(cbETH)"
"0x14d83eb60fd73a49709bde6002918d0fd8b489f34076b2dc875fbf8af60fda88","Success","Claim","40522600","2026-01-08 01:09:07","0x92cb4f6461f62c892c02bad2df18c8d280ae03df","","0xdb0933a71eea4ed53c599298953e52381637472a","","2,000","$0.00","ERC-20: QR coin(QR)"
"0x37c6c6e5d467218d0144ac5a2b995aa92c0ce60f2e48e9bd0c095379de5e1526","Success","Airdrop","40505633","2026-01-07 15:43:33","0x0077ae08200c05af9741b38366e26f7b1e7bfe2d","","0xdb0933a71eea4ed53c599298953e52381637472a","","9","$0.00","ERC-20: Bitway(BTW)"
"0xeac447ac9994b80601f5831c534b0431837dc74d1abb0ec5f00515d22741bd4e","Success","Airdrop","40505624","2026-01-07 15:43:15","0x5cd566706fe188fa79cfddecc9563340369583dd","","0xdb0933a71eea4ed53c599298953e52381637472a","","9","$0.00","ERC-20: DeepNode(DN)"
"0x9d458ecd6b94d72f0bd4e8dd1ccc5ab2a01987314645911a9dd1c413387a6195","Success","Claim","40475805","2026-01-06 23:09:17","0x92cb4f6461f62c892c02bad2df18c8d280ae03df","","0xdb0933a71eea4ed53c599298953e52381637472a","","2,000","$0.00","ERC-20: QR coin(QR)"
